                       ,Game,Company,Created By,Created,Company Domain,Channels,Notes (old),Contacted,Sales Material,Campaign Preview,SQL,SQL (+ Region),SQL (+Project Stage),SQL (Gaming),Score,ICP,Fundraising,Team,Wishlists,Publisher,Release Date,Game Currency,Currency Name,Webshop,Webshop URL,NFT,NFT Marketplace/Contract URL,Coin,ERC20 contract URL,Blockchain,Region,Uses competitor,Project Stage,Company Founded,Roadmap URL,Twitter Created,Twitter Followers,Discord Members,Game Domain,Youtube Video URL,Twitter Tweet URL,Discord Invite URL,Discord Server ID,Q1 - Type,Q1 - Points,Q1 - Title,Q1 - Description,Q2 - Type,Q2 - Points,Q2 - Title,Q2 - Description,Q3 - Type,Q3 - Points,Q3 - Title,Q3 - Description,Q4 - Type,Q4 - Points,Q4 - Title,Q4 - Description,Q5 - Type,Q5 - Points,Q5 - Title,Q5 - Description
Gaming,Estate Agent Simulator,Kiki Games,Prasanth,11/20/2023,https://www.kikigames.fun/,Email Founder ,https://play.google.com/store/apps/dev?id=6238323698704821300,,Not needed,,No,No,No,Yes,3,Available,Raising funds,>10,,Kiki Games A.Ş.,"Nov 13, 2023",Using,,Not using,,,,,,,Europe,,Post Launch,Jan 2021,,,,,https://store.steampowered.com/app/2553050/Estate_Agent_Simulator/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Coral Island,Stairway Games,Prasanth,11/20/2023,https://www.stairwaygames.com/,,,,Not needed,,No,No,No,No,7,Available,Raised funds,>10,,Humble Games,"Nov 14, 2023",Using,,Not using,,,,,,,Asia,,Beta,Jan 2019,,Sept 2019,8300,81000,https://store.steampowered.com/app/1158160/Coral_Island/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Remnant 2,Gunfire Games,Prasanth,11/21/2023,https://gunfiregames.com/,,THQ Nordic company,,Not needed,,No,No,No,Yes,6,Available,Raised funds,>10,,Gearbox Publishing,"Nov 14, 2023",Using,,Not using,,,,,,,North America,,Post Launch,Sept 2014,,July 2014,29500,,https://store.steampowered.com/app/2384073/Remnant_2__The_Awakened_King/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Backpack Hero,Jaspel,Prasanth,11/21/2023,,Discord DM,Good Small game,,Not needed,,No,No,No,Review,3,Available,Raising funds,2-10,," Different Tales, IndieArk","Nov 14, 2023",Using,,Not using,,,,,,,North America,,Post Launch,2020,,Oct 2020,2300,,https://store.steampowered.com/app/1970580/Backpack_Hero/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Astral Ascent,Hibernian Workshop,Prasanth,11/21/2023,https://hibernian-workshop.com/,Discord DM,Good Game,,Not needed,,No,No,No,Yes,4,Available,Raised funds,2-10,,"Hibernian Workshop, MP2 Games, Maple Whispering Limited","Nov 14, 2023",Using,,Not using,,,,,,,Europe,,Post Launch,2014,https://cdn.discordapp.com/attachments/723805989530238987/1111674680026341446/24a7b8a971db5a832c646b5d5d5ec61e483f0920.png?ex=6569f939&is=65578439&hm=ab368a384ebb379f40293b0066f11dd85e5338b9bbade92feaf98cb05c2686ab&,Jan 2014,8700,4300,https://store.steampowered.com/app/1280930/Astral_Ascent/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Non Gaming,Aurus,Aurus,Prasanth,11/22/2023,https://aurus.io/,Email,,Contacted,Complete,https://dashboard.thx.network/preview/655d1006eb975da8e93c2c1d,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,Not using,,Not using,,Not using yet,,Using,https://polygonscan.com/token/0x1a763170B96F23f15576D0fa0b2619d1254c437d,Polygon,Europe,,Post Launch,May 2018,https://aurus.io/resources/roadmap.pdf,Aug 2017,17800,,https://play.google.com/store/apps/details?id=com.zitec.aurus&gl=NL,https://www.youtube.com/watch?v=XIXrAu9UMVs,https://twitter.com/AurusOfficial/status/1709244122870034723,,,Custom,200,Explore the Metal Market,Download the app and make your first metal purchause ($20 min),Custom,250,A Golden Loan,Borrow USDC against at least 50 dollars of Tgold,Custom,25,Subscribe to our newsletter,Free points for subscribing to our newsletter,Custom,250,Treasury Expedition,Purchause a Vault Card,Daily,50,Vault Card Payment Adventure,Make a payment in metals at a store with your vault card
Gaming,KarmaZoo,Pastagames,Prasanth,11/22/2023,https://www.pastagames.com/,,,,Not needed,,No,No,No,Yes,3,Available,Raised funds,>10,,Devolver Digital,"Nov 14, 2023",Using,,Not using,,,,,,,Europe,,Post Launch,Jan 2007,,Oct 2009,3400,,https://store.steampowered.com/app/1661630/KarmaZoo/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Naheulbeuk's Dungeon Master,Artefacts Studio,Prasanth,11/22/2023,https://en.artefacts-studio.fr/,,,,Not needed,,No,No,No,Yes,3,Available,Raised funds,>10,,Dear Villagers,"Nov 15, 2023",Using,,Not using,,,,,,,Europe,,Post Launch,Nov 2003,,April 2016,1500,,https://store.steampowered.com/app/2005160/Naheulbeuks_Dungeon_Master/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Death Roads: Tournament,The Knights of Unity,Prasanth,11/22/2023,https://www.theknightsofunity.com/,,,,Not needed,,No,No,No,Yes,3,Available,Raising funds,>10,,"The Knights of Unity, Surefire.Games","Nov 15, 2023",Using,,Not using,,,,,,,Europe,,Post Launch,Feb 2015,,May 2015,4000,430,https://store.steampowered.com/app/1619570/Death_Roads_Tournament/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Dredge ,Black Salt Games,Prasanth,11/23/2023,https://www.blacksaltgames.com/,,Good Game,,Not needed,,No,No,No,Review,6,Available,Raising funds,2-10,,Team17,"Mar 30, 2023",Using,,Not using,,,,,,,Oceania,,Post Launch,Jan 2021,,Jan 2021,11000,4200,https://store.steampowered.com/app/1562430/DREDGE/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Small Saga,Darya Noghani,Prasanth,11/23/2023,https://smallsaga.com/,Email Founder ,Good Small game,,Not needed,,No,No,No,Review,6,Available,Raising funds,2-10,,Darya Noghani,"Nov 16, 2023",Using,,Not using,,,,,,,Europe,,Post Launch,2018,,2019,37000,1100,https://store.steampowered.com/app/1320140/Small_Saga/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,The Expanse,Deck Nine Games,Prasanth,11/26/2023,https://deckninegames.com/,,,,Not needed,,No,No,No,Yes,3,Available,Raised funds,>10,,Telltale,"Nov 20, 2023",Using,,Not using yet,,,,,,,North America,,Post Launch,May 2017,,,,,https://store.steampowered.com/app/1708010/The_Expanse_A_Telltale_Series/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Worldless,Noname Studios,Prasanth,11/26/2023,https://www.noname-studios.es/,Email,,,Not needed,,No,No,No,Review,6,Available,Raising funds,2-10,," Coatsink, Thunderful","Nov 20, 2023",Using,,Not using,,,,,,,Europe,,Post Launch,Jan 2021,,April 2018,18200,,https://playworldless.com/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Invincible Presents: Atom Eve,Terrible Posture Games,Prasanth,11/26/2023,https://www.terribleposture.com/,Email | Discord DM,,,Not needed,,No,No,No,Yes,3,Available,Raised funds,>10,, Skybound Games,"Nov 14, 2023",Using,,Using,https://shop.terribleposture.com/,,,,,,North America,,Post Launch,Jan 2013,,Jan 2017,1050,2100,https://store.steampowered.com/app/2060870/Invincible_Presents_Atom_Eve/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Bluey,Artax Media,Prasanth,11/26/2023,https://www.artaxgames.com/,Email | Twitter DM,,,Not needed,,No,No,No,Yes,3,Available,Raised funds,>10,, Outright Games,"Nov 16, 2023",Using,,Not using yet,,,,,,,Europe,,Post Launch,Oct 2016,,Aug 2016,888,,https://store.steampowered.com/app/2078350/Bluey_The_Videogame/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Dungeon Golf,Ant Workshop,Prasanth,11/26/2023,https://www.ant-workshop.com/,Discord DM,,,Not needed,,No,No,No,Yes,3,Available,Raising funds,>10,,Ant Workshop,"Nov 17, 2023",Using,,Not using yet,,,,,,,Europe,,Beta,Jan 2015,,Jan 2015,2450,290,https://store.steampowered.com/app/2144040/Dungeon_Golf/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Risk of Rain,Hopoo Games,Prasanth,11/26/2023,https://hopoogames.com/,Email,,,Not needed,,No,No,No,Yes,9,Available,Raised funds,2-10,,Gearbox Publishing,"Nov 12, 2023",Using,,Not using yet,,,,,,,North America,,Post Launch,2012,,Dec 2012,129000,207000,https://www.riskofrain.com/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Robocraft 2,Freejam,Prasanth,11/27/2023,https://www.freejamgames.com/,Email,,,Not needed,,No,No,No,Yes,6,Available,Raised funds,>10,,Freejam,"Nov 7, 2023",Using,,Not using yet,,,,,,,Europe,,Alpha,April 2013,,March 2013,1320,11800,https://www.robocraft2.com/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Stacklands,Sokpop Collective,Prasanth,11/27/2023,https://sokpop.co/,Email,Netherlands,,Not needed,,No,No,No,Review,7,Available,Raising funds,2-10,,Sokpop Collective,"Apr 8, 2022",Using,,Not using yet,,,,,,,Europe,,Post Launch,2017,,Dec 2015,26800,9500,https://store.steampowered.com/app/1948280/Stacklands,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Circuit Superstars, Original Fire Games,Prasanth,11/28/2023,https://www.originalfiregames.com/,Linkedin | Email,,,Not needed,,No,No,No,Review,5,Available,Raising funds,2-10,, Original Fire Games,"Oct 31, 2023",Using,,Not using yet,,,,,,,North America,,Post Launch,May 2019,,April 2016,8200,6000,https://www.circuit-superstars.com/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Alien Hominid,The Behemoth,Prasanth,11/28/2023,https://www.thebehemoth.com/,Email | Discord DM,100K Youtube channel,,Not needed,,No,No,No,Yes,9,Available,Raised funds,>10,,The Behemoth,"Oct 31, 2023",Using,,Using,https://store.thebehemoth.com/,,,,,,North America,,Post Launch,2003,,Feb 2009,106600,12200,https://store.steampowered.com/app/843200/Alien_Hominid_Invasion,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,This Bed We Made,Lowbirth Games,Prasanth,11/28/2023,https://lowbirthgames.com/,,,,Not needed,,No,No,No,No,3,Available,Raised funds,>10,,Lowbirth Games,"Oct 31, 2023",Not using yet,,Not using yet,,,,,,,North America,,Post Launch,2019,,June 2019,1600,1120,https://store.steampowered.com/app/1243850/This_Bed_We_Made/?curator_clanid=4777282,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Call to Arms,Barbedwire Studios,Prasanth,11/29/2023,https://www.barbed-wire.eu/,,,,Not needed,,No,No,No,No,9,Not available,Raised funds,>10,,Digitalmindsoft,"Jun 11, 2021",Using,,Not using,,,,,,,Europe,,Post Launch,,,,20300,20350,https://store.steampowered.com/app/400750/Call_to_Arms__Gates_of_Hell_Ostfront/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Fae Farm,Phoenix Labs,Prasanth,12/2/2023,https://phxlabs.ca/,,,,,,No,No,No,Yes,9,Available,Raised funds,>10,, Phoenix Labs,"Sep 8, 2023",Using,,Using,https://faefarm.com/en-us/buy-now/,,,,,,North America,,Post Launch,2014,,Feb 2022,30800,13000,https://faefarm.com/en-us/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Ice Cream Inc,TapNation,Prasanth,8/12/2023,https://www.tap-nation.io/,CMO Email,12M Downloads . Big Company,Contacted,Complete,https://dashboard.thx.network/preview/6569f060bae1659de21ee8bd,Yes,No,No,No,6,Available,Raised funds,>10,,,,,,,,Not using yet,,Not using yet,,Ternoa,Europe,,Post Launch,2019,,July 2012,12000,,https://play.google.com/store/apps/details?id=com.RedLineGames.Game49&pli=1,N/A,https://twitter.com/TapNationGames/status/1728015796155158805,N/A,N/A,Custom,250,Buy VIP,"Buy VIP, unlock special benefits and remove ads",Daily,50,Confectionery Challenge,Create 25 perfect ice creams in a row!,Custom,,,,,,,,,,,
,,,,,https://megafans.com/games,,,Scheduled,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,https://megafans.com/games,https://www.youtube.com/watch?v=zwWJL9VPijs,https://twitter.com/MegafansGaming/status/1666876783583457280,N/A,,Custom,250,King of the Koins,Reach a high score on the King Coin Leaderboard,Daily,100,Jetpack Riches,Collect 250 coins in a single Jetpack tournament game,,,,,,,,,,,,
Gaming,Ddrops,Lost Dutchman Labs B.V,Mieszko,4/11/2023,https://ddrops.world/,,Mieszko's one semi-gov funding/ eu union as well,Contacted,Complete,https://dashboard.thx.network/preview/657b165fa55b5ec6f45c9713,Yes,Yes,Yes,Yes,3,,,,,Lost Dutchman Labs,,,,,,,,Using,0x103965213122805c9aa63d8036ed0ef692c19650,Polygon,Europe,,Post Launch,,https://docs.ddrops.world/,May 2021,1490,439,https://ddrops.world/,https://www.youtube.com/watch?v=eVpML4IiY_c,https://twitter.com/ddropsworld/status/1734637311717937625,https://discord.com/invite/hwnGaXjrxK,928242035385851934,Custom,125,Radioactive Ready,Venture into your first Radiant Radioactive Zone,Daily,25,Diverse Challenger,Complete Two Diverse Challenges,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No,No,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
